COD_ACTE,DT_MODIF,NOM_LONG
BKGA007,2024-11-04,Exent‚ration de l'orbite
EQRP002,2024-11-04,"preuve d'effort sur tapis roulant ou bicyclette ergom‚trique, avec ‚lectrocardiographie discontinue et mesure du d‚bit d'oxygŠne consomm‚ [VO2]"
EQRP008,2024-11-04,preuve d'inclinaison [Tilt test] avec ‚tude des variations de la pression intraart‚rielle et de la fr‚quence cardiaque
EZAF001,2024-11-04,"Dilatation intraluminale d'un accŠs vasculaire art‚rioveineux d'un membre sans pose d'endoprothŠse, par voie vasculaire transcutan‚e"
EZAF002,2024-11-04,"Dilatation intraluminale d'un accŠs vasculaire art‚rioveineux d'un membre avec pose d'endoprothŠse, par voie vasculaire transcutan‚e"
EZBA001,2024-11-04,R‚duction du d‚bit d'un accŠs vasculaire art‚rioveineux avec r‚fection de l'anastomose art‚rielle
EZBA002,2024-11-04,R‚duction du volume d'un an‚vrisme d'un accŠs vasculaire art‚rioveineux
EZBA003,2024-11-04,R‚duction du d‚bit d'un accŠs vasculaire art‚rioveineux par ligature ou r‚duction de calibre de l'artŠre
AHQB001,2024-11-04,"lectromyographie, au lit du malade"
AHQB002,2024-11-04,lectromyographie analytique du p‚rin‚e avec ‚tude de la latence du r‚flexe bulbocaverneux et des potentiels ‚voqu‚s somesth‚siques c‚r‚braux par stimulation du nerf pudendal [nerf honteux]
AHQB003,2024-11-04,"lectromyographie analytique du p‚rin‚e avec ‚tude de la latence motrice du nerf pudendal [nerf honteux], par ‚lectrode aiguille"
AHQB006,2024-11-04,"Macro‚lectromyographie, par ‚lectrode aiguille"
AHQB008,2024-11-04,lectromyographie analytique du p‚rin‚e par ‚lectrode aiguille
AHQB013,2024-11-04,"lectromyographie de 7 muscles stri‚s ou plus au repos et … l'effort, par ‚lectrode aiguille"
AHQB015,2024-11-04,"lectromyographie de fibre unique, par ‚lectrode aiguille"
JLMC001,2024-11-04,"Cr‚ation d'un n‚ovagin par pose de dispositif de traction progressive, par coelioscopie"
JLMD001,2024-11-04,R‚paration de l'hymen
JEFA002,2024-11-04,"Ex‚rŠse de diverticule de l'urŠtre, par abord direct"
HHFA027,2024-11-04,"R‚section complŠte d'un prolapsus colorectal ext‚rioris‚, avec anastomose coloanale et myorraphie du plancher pelvien"
LMMA005,2024-11-04,R‚paration de perte de substance transfixiante de la paroi abdominale par lambeau libre et prothŠse
LMMA006,2024-11-04,"Cure de hernie de la paroi abdominale ant‚rieure aprŠs l'ƒge de 16 ans avec pose de prothŠse, par abord direct"
LMMA007,2024-11-04,R‚fection de la paroi lombale avec prothŠse
LMMA008,2024-11-04,"Cure unilat‚rale d'une hernie de l'aine avec pose de prothŠse, par abord pr‚p‚riton‚al"
JDQH002,2024-11-04,"Ur‚trocystographie, par une cystostomie d‚j… en place"
JDQH003,2024-11-04,"Ur‚trocystographie, par ponction transcutan‚e de la vessie"
JDQJ001,2024-11-04,"chographie de la vessie et de la prostate, par voie ur‚trale"
JDQJ002,2024-11-04,chographie transcutan‚e et ‚chographie par voie rectale et/ou vaginale [par voie cavitaire] de la vessie
JDQJ003,2024-11-04,"chographie de la vessie et de la prostate, par voie rectale"
JDQL001,2024-11-04,"Scintigraphie de la vessie, par voie r‚trograde"
JDQM001,2024-11-04,chographie transcutan‚e de la vessie et/ou de la prostate
DFAF001,2024-11-04,"Dilatation intraluminale de plusieurs branches de l'artŠre pulmonaire avec pose d'endoprothŠse, par voie veineuse transcutan‚e"
DFAF002,2024-11-04,"Dilatation intraluminale d'une branche de l'artŠre pulmonaire sans pose d'endoprothŠse, par voie veineuse transcutan‚e"
DFAF003,2024-11-04,"Dilatation intraluminale d'une branche de l'artŠre pulmonaire avec pose d'endoprothŠse, par voie veineuse transcutan‚e"
DFAF004,2024-11-04,"Dilatation intraluminale de plusieurs branches de l'artŠre pulmonaire sans pose d'endoprothŠse, par voie veineuse transcutan‚e"
DFBA001,2024-11-04,"Cerclage de l'artŠre pulmonaire, par thoracotomie sans CEC"
DFCA001,2024-11-04,"Suture de plaie d'artŠre pulmonaire ou de veine pulmonaire, par thoracotomie sans CEC"
DFCA002,2024-11-04,"Anastomose cavopulmonaire fonctionnellement terminoterminale, par thoracotomie sans CEC"
DFCA003,2024-11-04,"Anastomose art‚rielle syst‚micopulmonaire avec prothŠse, par thoracotomie sans CEC"
EBFA004,2024-11-04,"Thrombectomie d'un pontage ou d'une thromboendart‚riectomie des troncs supraaortiques, par thoracotomie"
EBFA005,2024-11-04,"Thrombectomie de l'artŠre carotide commune, par cervicotomie"
EBFA006,2024-11-04,"Thromboendart‚riectomie de la bifurcation carotidienne sans angioplastie d'‚largissement, par cervicotomie avec d‚rivation vasculaire"
EBFA007,2024-11-04,"Ex‚rŠse d'une malformation vasculaire de la r‚gion parotidienne avec dissection du nerf facial, par abord direct"
EBFA008,2024-11-04,"Thromboendart‚riectomie de la bifurcation carotidienne par retournement, par cervicotomie sans d‚rivation vasculaire"
EBFA009,2024-11-04,"Thromboendart‚riectomie de l'artŠre carotide externe, par cervicotomie"
EBFA010,2024-11-04,"Thromboendart‚riectomie de l'artŠre carotide commune, par cervicotomie et par thoracotomie"
EBFA011,2024-11-04,"Ex‚rŠse d'une tumeur du glomus [corpuscule] carotidien avec reconstruction de l'axe carotidien, par cervicotomie"
EBFA012,2024-11-04,"Thromboendart‚riectomie de la bifurcation carotidienne sans angioplastie d'‚largissement, par cervicotomie sans d‚rivation vasculaire"
EBFA013,2024-11-04,"Thrombectomie d'un pontage ou d'une thromboendart‚riectomie d'artŠre … destination cervicoc‚phalique, par cervicotomie"
EBFA014,2024-11-04,"R‚section de l'artŠre carotide interne avec r‚implantation dans l'artŠre carotide commune, par cervicotomie"
EBFA015,2024-11-04,"Thromboendart‚riectomie de la bifurcation carotidienne par retournement, par cervicotomie avec d‚rivation vasculaire"
EBFA016,2024-11-04,"Thromboendart‚riectomie de la bifurcation carotidienne avec angioplastie d'‚largissement, par cervicotomie sans d‚rivation vasculaire"
EBFA017,2024-11-04,"Thromboendart‚riectomie de l'artŠre vert‚brale proximale, par cervicotomie"
EBFA018,2024-11-04,"R‚section-anastomose ou remplacement de l'artŠre vert‚brale proximale, par cervicotomie"
EBFA019,2024-11-04,"R‚section-anastomose de l'artŠre carotide interne, par cervicotomie"
CAMA018,2024-11-04,"Reconstruction du m‚at acoustique externe par lambeau cutan‚ et/ou autogreffe de peau, avec myringoplastie"
CAMA019,2024-11-04,R‚paration de perte de substance partielle de l'auricule par puits de bourgeonnement chondrocutan‚
CAMA020,2024-11-04,"Reconstruction du m‚at acoustique externe par lambeau de fascia temporal et autogreffe de peau, sans temps de caisse"
CAMA021,2024-11-04,R‚paration de perte de substance partielle de l'auricule par autogreffe chondrocutan‚e
CAMA022,2024-11-04,R‚paration de perte de substance partielle de l'auricule par lambeau local cutan‚ ou chondrocutan‚
CAPA001,2024-11-04,Incision de collection du m‚at acoustique externe
CASA001,2024-11-04,H‚mostase secondaire … un acte sur l'oreille externe ou l'oreille moyenne
HJFA012,2024-11-04,"Proctectomie secondaire par laparotomie avec anastomose il‚oanale par voie transanale, aprŠs colectomie totale initiale"
JCGC002,2024-11-04,"Ablation de calcul de l'uretŠre iliaque, par coelioscopie ou par r‚trop‚riton‚oscopie"
JCGC003,2024-11-04,"Ablation de calcul de l'uretŠre lombal, par coelioscopie ou par r‚trop‚riton‚oscopie"
JHEA007,2024-11-04,Redressement du p‚nis par plicature-excision des corps caverneux
JHEA008,2024-11-04,Redressement du p‚nis avec excision de plaque de scl‚rose de l'albugin‚e des corps caverneux et greffe
JHEA009,2024-11-04,"D‚torsion du cordon spermatique ou ex‚rŠse des annexes du testicule, par abord direct"
JHEA010,2024-11-04,"D‚torsion du cordon spermatique avec orchidopexie unilat‚rale ou bilat‚rale, par abord direct"
JHEA011,2024-11-04,D‚rotation chirurgicale du p‚nis
MACB002,2024-11-04,"Ost‚osynthŠse de fracture de la scapula, … foyer ferm‚"
MADP001,2024-11-04,Contention orthop‚dique unilat‚rale ou bilat‚rale de fracture de la clavicule
MAEP001,2024-11-04,R‚duction orthop‚dique de fracture de la scapula
MAFA001,2024-11-04,"Scapulectomie partielle emportant la glŠne ou scapulectomie totale, par abord direct"
MAFA002,2024-11-04,R‚section de moins d'un tiers de la clavicule
MAFA003,2024-11-04,"Scapulectomie partielle respectant la glŠne, par abord direct"
MAFA004,2024-11-04,R‚section d'un tiers de la clavicule ou plus
MAFA005,2024-11-04,"R‚section segmentaire de la clavicule avec ost‚osynthŠse et autogreffe, pour pseudarthrose cong‚nitale"
MAFA006,2024-11-04,"Ex‚rŠse partielle de la scapula sans interruption de la continuit‚, par abord direct"
MAGA001,2024-11-04,"Ablation de mat‚riel d'ost‚osynthŠse de la scapula, par abord direct"
JAHJ007,2024-11-04,"Biopsie du rein sur plusieurs cibles, par voie transcutan‚e avec guidage ‚chographique"
JAKD001,2024-11-04,Changement d'une sonde de n‚phrostomie ou de py‚lostomie
JAMA001,2024-11-04,Internalisation secondaire d'une n‚phrostomie cutan‚e d‚j… en place
JAMA002,2024-11-04,"R‚paration d'un traumatisme complexe du rein et de la voie excr‚trice, par abord direct"
JDQX002,2024-11-04,Examen histopathologique de fragments d'ex‚rŠse endoscopique de la vessie
JDQX004,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce de cystectomie totale
JDQX005,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce de cystectomie partielle
JDSA001,2024-11-04,"Fermeture d'une exstrophie v‚sicale avec allongement de l'urŠtre chez la fille, avec ost‚otomie du bassin"
JDSA002,2024-11-04,"Fermeture de fistule v‚sicovaginale acquise, par laparotomie"
JDSA003,2024-11-04,"Fermeture d'une exstrophie v‚sicale avec allongement du p‚nis, sans ost‚otomie du bassin"
JDSA004,2024-11-04,"Fermeture d'une exstrophie v‚sicale avec allongement de l'urŠtre chez la fille, sans ost‚otomie du bassin"
JDSA005,2024-11-04,"Fermeture de fistule v‚sico-ut‚rine acquise, par laparotomie"
JDSA006,2024-11-04,"Fermeture de fistule v‚sicovaginale acquise, par abord vaginal"
JDSA007,2024-11-04,"Fermeture d'une exstrophie v‚sicale avec allongement du p‚nis et cure unilat‚rale ou bilat‚rale de hernie de l'aine, sans ost‚otomie du bassin"
JDSA008,2024-11-04,"Fermeture de fistule v‚sicocutan‚e acquise, par abord direct"
JDSA009,2024-11-04,"Fermeture d'une exstrophie v‚sicale avec allongement du p‚nis, avec ost‚otomie du bassin"
JDSA010,2024-11-04,Fermeture du col de la vessie pour cystostomie cutan‚e continente
JDSA011,2024-11-04,"Fermeture de fistule v‚sicodigestive acquise, par laparotomie"
JDSC024,2024-11-04,"Fermeture de fistule v‚sicovaginale acquise, par coelioscopie"
JEAA001,2024-11-04,Allongement intrav‚sical de l'urŠtre
JEAD001,2024-11-04,Dilatation de st‚nose de l'urŠtre … l'aveugle
JEAH001,2024-11-04,"Dilatation de st‚nose de l'urŠtre, avec contr“le radiologique"
JECA001,2024-11-04,Ur‚trostomie cutan‚e
JECA002,2024-11-04,Suture de plaie de l'urŠtre p‚rin‚al
JECE001,2024-11-04,"Ouverture de diverticule de l'urŠtre, par endoscopie"
JEEE001,2024-11-04,"Alignement de rupture traumatique de l'urŠtre, par endoscopie"
JEFA001,2024-11-04,R‚section et modelage d'une ur‚trocŠle aprŠs ur‚troplastie
JGNE403,2024-11-04,"Destruction d'une hypertrophie b‚nigne de la prostate par vapeur d'eau … convection, avec guidage par ur‚trocystoscopie"
JGNJ900,2024-11-04,"Destruction de l‚sion de la prostate par ultrasons focalis‚s de haute intensit‚, par voie rectale"
JCFE002,2024-11-04,"Ex‚rŠse de tumeur de l'uretŠre pelvien, par ur‚t‚roscopie r‚trograde"
JCFE003,2024-11-04,"Ex‚rŠse de tumeur de l'uretŠre iliaque, par ur‚t‚roscopie r‚trograde"
JCFF001,2024-11-04,"Ex‚rŠse de tumeur de l'uretŠre lombal, par voie transcutan‚e"
JCGA001,2024-11-04,"Ablation de calcul de l'uretŠre pelvien, par abord direct"
JCGA002,2024-11-04,"Ablation de calcul de l'uretŠre lombal, par abord direct"
JQQP099,2024-11-04,Surveillance  du travail par un praticien diff‚rent de celui qui r‚alise l'extraction
JQQP900,2024-11-04,Oxym‚trie transcutan‚e du foetus sur la pr‚sentation [Oxym‚trie de pouls foetal]
JQQX002,2024-11-04,Autopsie m‚dicale de 2 foetus
JQQX003,2024-11-04,"Autopsie m‚dicale d'un foetus ou d'un nouveau-n‚ de moins de 4 jours de vie, avec examen de l'enc‚phale"
JQQX004,2024-11-04,Autopsie m‚dicale de 3 foetus ou plus
JQQX005,2024-11-04,"Autopsie m‚dicale d'un foetus ou d'un nouveau-n‚ de moins de 4 jours de vie, sans examen de l'enc‚phale"
CASA002,2024-11-04,Fermeture de l'oreille externe et de l'oreille moyenne avec suture du pore acoustique externe
CBFA001,2024-11-04,"Ex‚rŠse de tympanoscl‚rose sans ouverture du labyrinthe, avec ossiculoplastie"
EBKA004,2024-11-04,"Remplacement de la bifurcation carotidienne ou de l'artŠre carotide interne extracrƒnienne, par cervicotomie"
EBLA001,2024-11-04,"Pose d'un cath‚ter dans une artŠre cervicoc‚phalique pour chimioth‚rapie, par cervicotomie"
EBLA002,2024-11-04,"Pose d'un cath‚ter dans la veine jugulaire interne, par cervicotomie"
EBLA003,2024-11-04,"Pose d'un cath‚ter reli‚ … une veine profonde du membre sup‚rieur ou du cou par voie transcutan‚e, avec pose d'un systŠme diffuseur implantable souscutan‚"
EBLF002,2024-11-04,"Injection intraart‚rielle cervicoc‚phalique in situ s‚lective ou hypers‚lective d'agent pharmacologique anticanc‚reux, par voie art‚rielle transcutan‚e"
EBLF003,2024-11-04,"Injection intraart‚rielle cervicoc‚phalique in situ supras‚lective d'agent pharmacologique anticanc‚reux, par voie art‚rielle transcutan‚e"
EBNE001,2024-11-04,"Coagulation bilat‚rale de l'artŠre sph‚nopalatine, par endoscopie nasale"
AZQP001,2024-11-04,Actim‚trie de longue dur‚e
AZQP002,2024-11-04,"Enregistrement de potentiels ‚voqu‚s, au lit du malade"
AZQX005,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de piŠce d'ex‚rŠse de tumeur de l'enc‚phale, de la moelle ‚piniŠre, ou des m‚ninges"
AZRP001,2024-11-04,S‚ance d'‚lectroconvulsivoth‚rapie [sismoth‚rapie]
BAAA001,2024-11-04,"Allongement du muscle releveur de la paupiŠre sup‚rieure et/ou section de sa lame profonde [muscle de Mller], avec interposition de mat‚riau inerte ou autogreffe"
BAAA002,2024-11-04,"Allongement du muscle releveur de la paupiŠre sup‚rieure et/ou section de sa lame profonde [muscle de Mller], sans interposition de mat‚riau inerte ni autogreffe"
BABA001,2024-11-04,Raccourcissement du muscle releveur de la paupiŠre sup‚rieure
BACA001,2024-11-04,"Suture de plaies cutan‚es multiples unilat‚rales ou bilat‚rales des paupiŠres avec atteinte du bord libre, du tarse et/ou du muscle releveur de la paupiŠre sup‚rieure, avec repositionnement du ligament palp‚bral"
BACA002,2024-11-04,"Suture d'une plaie cutan‚e d'une paupiŠre, sans atteinte du bord libre"
BACA003,2024-11-04,Suture partielle ou totale des bords libres des paupiŠres sup‚rieure et inf‚rieure
BACA004,2024-11-04,Ouverture partielle ou totale de bl‚pharorraphie ou de tarsorraphie
BACA005,2024-11-04,"Suture d'une plaie cutan‚e d'une paupiŠre, avec atteinte du bord libre"
BACA006,2024-11-04,"Suture de plaies cutan‚es multiples unilat‚rales ou bilat‚rales des paupiŠres avec atteinte du bord libre, du tarse et/ou du muscle releveur de la paupiŠre sup‚rieure, sans repositionnement du ligament palp‚bral"
BACA007,2024-11-04,"Suture de plaies cutan‚es multiples unilat‚rales ou bilat‚rales des paupiŠres, sans atteinte du bord libre"
BACA008,2024-11-04,Suture de plaie du sourcil
JAHB001,2024-11-04,"Biopsie du rein, par voie transcutan‚e sans guidage"
JAHC001,2024-11-04,"Biopsie du rein, par coelioscopie ou par r‚trop‚riton‚oscopie"
JAHH001,2024-11-04,"Ponction de kyste du rein, par voie transcutan‚e avec guidage radiologique"
JAHH002,2024-11-04,"Biopsie du rein, par voie jugulaire transcutan‚e avec guidage radiologique"
JAHJ002,2024-11-04,"Ponction de kyste du rein, par voie transcutan‚e avec guidage ‚chographique"
JEKA010,2024-11-04,"Changement d'‚l‚ment ou repressurisation d'une prothŠse sphinct‚rienne urinaire, par abord direct"
JEKB006,2024-11-04,"Changement de prothŠse sphinct‚rienne ajustable p‚riur‚trale chez l'homme, par voie transcutan‚e avec guidage radiologique"
JEKE001,2024-11-04,"Changement d'une endoprothŠse de l'urŠtre, par endoscopie"
JAMB001,2024-11-04,"Internalisation d'une n‚phrostomie d‚j… en place, par voies transcutan‚e et r‚trograde"
JANE002,2024-11-04,"Fragmentation intrar‚nale de calcul caliciel inf‚rieur avec ondes de choc ou laser [Lithotritie intrar‚nale], par ur‚t‚ron‚phroscopie"
JANE005,2024-11-04,"Fragmentation intrar‚nale de calcul avec ondes de choc ou laser [Lithotritie intrar‚nale], par ur‚t‚ron‚phroscopie"
JANH001,2024-11-04,"Scl‚rose de plusieurs kystes du rein par injection d'agent pharmacologique, par voie transcutan‚e avec guidage scanographique"
JANH002,2024-11-04,"Scl‚rose d'un kyste du rein par injection d'agent pharmacologique, par voie transcutan‚e avec guidage scanographique"
JANH798,2024-11-04,"Destruction de tumeur r‚nale par radiofr‚quence, par voie transcutan‚e avec guidage scanographique"
JANJ002,2024-11-04,"Fragmentation intrar‚nale de calcul par ondes de choc [Lithotritie intrar‚nale], par n‚phroscopie par une n‚phrostomie d‚j… en place"
JANM001,2024-11-04,"Lithotritie extracorporelle du rein, avec guidage radiologique"
JANM002,2024-11-04,"Lithotritie extracorporelle du rein, avec guidage ‚chographique"
JAPA001,2024-11-04,"Section de l'isthme d'un rein en fer … cheval, par abord direct"
JAPC018,2024-11-04,"Section de l'isthme d'un rein en fer … cheval, par coelioscopie"
JAQH003,2024-11-04,"Kystographie du rein, par voie transcutan‚e avec guidage ‚chographique et/ou radiologique"
JCMA003,2024-11-04,Transformation d'une ur‚t‚rostomie cutan‚e en d‚rivation interne par r‚implantation ur‚t‚rov‚sicale
JCMA004,2024-11-04,"Cr‚ation d'un montage ur‚t‚rov‚sical antireflux sans r‚implantation ur‚t‚rov‚sicale, par abord direct"
JCMA005,2024-11-04,Transformation d'une ur‚t‚rostomie cutan‚e en d‚rivation interne avec ent‚rocystoplastie de remplacement [n‚ovessie] orthotopique par anse intestinale d‚tubul‚e
LAPA004,2024-11-04,"Ost‚otomie du complexe naso-ethmo‹do-maxillo-fronto-orbitaire pour cal vicieux, par abord facial et par abord coronal"
LAPA005,2024-11-04,"Taille et transposition de volet crƒnien n'int‚ressant pas les orbites, sans remodelage du p“le post‚rieur du crƒne"
LAPA006,2024-11-04,Taille et transposition de volet crƒnien int‚ressant les orbites
LAPA007,2024-11-04,"Ost‚otomie du cadre de l'orbite pour dystopie posttraumatique, par abord facial et par abord coronal"
LAPA008,2024-11-04,Taille de volet crƒnien sans transposition
JAQL007,2024-11-04,Scintigraphie r‚nale glom‚rulaire ou tubulaire [N‚phrographie isotopique] avec ‚preuve pharmacologique et r‚injection de produit radio-isotopique
JAQM001,2024-11-04,"chographie transcutan‚e unilat‚rale ou bilat‚rale du rein et de la r‚gion lombale, avec ‚chographie transcutan‚e du petit bassin [pelvis] f‚minin"
JAQM002,2024-11-04,Echographie-doppler transcutan‚e unilat‚rale ou bilat‚rale du rein et de ses vaisseaux
JAQM003,2024-11-04,chographie transcutan‚e unilat‚rale ou bilat‚rale du rein et de la r‚gion lombale
JAQM004,2024-11-04,"chographie transcutan‚e unilat‚rale ou bilat‚rale du rein et de la r‚gion lombale, avec ‚chographie transcutan‚e de la vessie"
JAQX004,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce de n‚phrectomie totale ou de n‚phro-ur‚t‚rectomie
JAQX005,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce de n‚phrectomie partielle
JAQX006,2024-11-04,Examen histopathologique de biopsie de rein avec coloration sp‚ciale pour diagnostic d'affection non carcinologique
JKBA002,2024-11-04,"Cerclage de l'isthme ut‚rin par laparotomie, en dehors de la grossesse"
JKCA001,2024-11-04,"Hyst‚rorraphie, par laparotomie"
JKCD001,2024-11-04,Suture de plaie du col de l'ut‚rus
JKDA001,2024-11-04,"Hyst‚ropexie post‚rieure [Promontofixation] avec cervicocystopexie directe au ligament pectin‚al [de Cooper], par laparotomie"
JDQE003,2024-11-04,Ur‚trocystoscopie … l'endoscope rigide
JDQF001,2024-11-04,"Cystomanom‚trie, par ponction transcutan‚e de la vessie"
JDQF002,2024-11-04,"Cystomanom‚trie par ponction transcutan‚e de la vessie, avec profilom‚trie ur‚trale"
JDQH001,2024-11-04,Ur‚trocystographie r‚trograde
JAQL003,2024-11-04,Scintigraphie r‚nale glom‚rulaire ou tubulaire [N‚phrographie isotopique] avec ‚preuve pharmacologique
JAQL004,2024-11-04,Scintigraphie r‚nale glom‚rulaire ou tubulaire avec mesure de la clairance radio-isotopique plasmatique
JAQL005,2024-11-04,"Scintigraphie r‚nale glom‚rulaire ou tubulaire [N‚phrographie isotopique] sans ‚preuve pharmacologique, avec scintigraphie ant‚rograde de la vessie"
JAQL006,2024-11-04,Scintigraphie r‚nale glom‚rulaire ou tubulaire avec mesure des clairances radio-isotopiques plasmatique et urinaire
HJQE001,2024-11-04,Rectosigmo‹doscopie
HJQE002,2024-11-04,Rectoscopie au tube rigide
HJQJ001,2024-11-04,choendoscopie anorectale avec biopsie transanorectale guid‚e
HJQJ002,2024-11-04,choendoscopie anorectale sans biopsie
HJQJ003,2024-11-04,"chographie du rectum et de l'anus, par voie rectale et/ou vaginale [par voie cavitaire]"
JCNE001,2024-11-04,"Destruction d'un moignon de l'uretŠre, par ur‚t‚roscopie r‚trograde"
JCNE002,2024-11-04,"Destruction de tumeur de l'uretŠre pelvien, par ur‚t‚roscopie r‚trograde"
JCNE003,2024-11-04,"Destruction de tumeur de l'uretŠre iliaque, par ur‚t‚roscopie r‚trograde"
JCNE004,2024-11-04,"Destruction de tumeur de l'uretŠre lombal, par ur‚t‚roscopie r‚trograde"
JCNF001,2024-11-04,"Destruction de tumeur de l'uretŠre lombal, par voie transcutan‚e"
JCNM001,2024-11-04,"Lithotritie extracorporelle de l'uretŠre, avec guidage ‚chographique"
JCNM002,2024-11-04,"Lithotritie extracorporelle de l'uretŠre, avec guidage radiologique"
JCPA001,2024-11-04,"Lib‚ration de l'uretŠre avec intrap‚ritonisation ou lambeau p‚riton‚al, par abord direct"
JCPA002,2024-11-04,"Lib‚ration de l'uretŠre sans intrap‚ritonisation, par abord direct"
JCPA003,2024-11-04,"Section-anastomose d'un uretŠre r‚trocave, par abord direct"
JCPC001,2024-11-04,"Lib‚ration de l'uretŠre avec intrap‚ritonisation ou lambeau p‚riton‚al, par coelioscopie ou par r‚trop‚riton‚oscopie"
JCPC002,2024-11-04,"Lib‚ration de l'uretŠre sans intrap‚ritonisation, par coelioscopie ou par r‚trop‚riton‚oscopie"
JCPD001,2024-11-04,Reperm‚ation de l'uretŠre par forage intraluminal
JCPE001,2024-11-04,"Incision d'une ur‚t‚rocŠle, par endoscopie"
JCPE002,2024-11-04,"Incision du m‚at ur‚t‚ral, par endoscopie"
JCQE001,2024-11-04,Ur‚t‚roscopie par une ur‚t‚rostomie cutan‚e directe
JCQE002,2024-11-04,Ur‚t‚roscopie par une ur‚t‚rostomie cutan‚e transintestinale non continente
JCQE003,2024-11-04,"Ur‚t‚roscopie r‚trograde, par voie ur‚trale"
JCQE004,2024-11-04,Ur‚t‚roscopie par une ur‚t‚rostomie cutan‚e transintestinale continente
JCQX004,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce d'ur‚trectomie partielle ou totale
JCSA001,2024-11-04,"Fermeture de fistule ur‚t‚rodigestive acquise, par abord direct"
JCSA002,2024-11-04,"Fermeture de fistule ur‚t‚ro-ut‚rine acquise, par abord direct"
JCSA003,2024-11-04,"Fermeture de fistule ur‚t‚rocutan‚e acquise, par abord direct"
JCSA004,2024-11-04,"Fermeture de fistule ur‚t‚rovaginale acquise, par abord direct"
JCSA005,2024-11-04,"Fermeture de fistule ur‚t‚rov‚sicale acquise, par abord direct"
JQQX109,2024-11-04,Examen anatomopathologique de produit d'avortement avant la 14e semaine d'am‚norrh‚e
JRGA001,2024-11-04,"Ablation d'une bandelette synth‚tique infra-ur‚trale, par abord vaginal"
JRGA002,2024-11-04,"Ablation partielle d'une bandelette synth‚tique infra-ur‚trale, par laparotomie"
JRGA003,2024-11-04,"Ablation totale d'une bandelette synth‚tique infra-ur‚trale, par laparotomie et par abord vaginal"
JRGA004,2024-11-04,"Ablation totale d'une bandelette synth‚tique infra-ur‚trale, par coelioscopie et par abord vaginal"
JRGC001,2024-11-04,"Ablation partielle d'une bandelette synth‚tique infra-ur‚trale, par coelioscopie"
JRPA001,2024-11-04,"Section d'une bandelette synth‚tique infra-ur‚trale, par abord vaginal"
JRQD001,2024-11-04,"D‚bitm‚trie mictionnelle, avec cystomanom‚trie et sphinct‚rom‚trie par cath‚t‚risme ur‚tral"
JRQP001,2024-11-04,D‚bitm‚trie mictionnelle
JRRD001,2024-11-04,S‚ance de r‚‚ducation v‚sicosphinct‚rienne avec apprentissage des modes de d‚clenchement mictionnel ou de l'autosondage
JSEC001,2024-11-04,"Transfert intratubaire d'embryon, par coelioscopie"
JSED001,2024-11-04,"Transfert intra-ut‚rin d'embryon, par voie vaginale"
JSLD001,2024-11-04,Ins‚mination artificielle intra-ut‚rine
JSLD002,2024-11-04,Ins‚mination artificielle intracervicale
JVJB001,2024-11-04,S‚ance d'‚puration extrar‚nale par dialyse p‚riton‚ale pour insuffisance r‚nale chronique
JVJB002,2024-11-04,"puration extrar‚nale par dialyse p‚riton‚ale pour insuffisance r‚nale aige, par 24 heures"
JVJF002,2024-11-04,"puration extrar‚nale par h‚modialyse, h‚modiafiltration ou h‚mofiltration discontinue pour insuffisance r‚nale aige, par 24 heures"
JVJF003,2024-11-04,S‚ance d'‚puration extrar‚nale par h‚moperfusion
JVJF004,2024-11-04,S‚ance d'‚puration extrar‚nale par h‚modialyse pour insuffisance r‚nale chronique
JVJF005,2024-11-04,"puration extrar‚nale par h‚modialyse, h‚modiafiltration ou h‚mofiltration continue pour insuffisance r‚nale aige, par 24 heures"
JVJF006,2024-11-04,"puration extrar‚nale par h‚modialyse ou h‚mofiltration discontinue pour insuffisance r‚nale aige chez le nouveau-n‚, par 24 heures"
JVJF007,2024-11-04,"puration extrar‚nale par h‚modialyse ou h‚mofiltration continue pour insuffisance r‚nale aige chez le nouveau-n‚, par 24 heures"
JVJF008,2024-11-04,"S‚ance d'‚puration extrar‚nale par h‚modiafiltration, h‚mofiltration ou biofiltration sans ac‚tate pour insuffisance r‚nale chronique"
BKGA008,2024-11-04,"Ablation de corps ‚tranger de l'orbite avec ‚lectroaimant, sans orbitotomie osseuse"
DBKA010,2024-11-04,"Remplacement de la valve atrioventriculaire gauche par prothŠse m‚canique ou bioprothŠse avec armature, par thoracotomie avec CEC"
JELA001,2024-11-04,"Pose d'une prothŠse sphinct‚rienne urinaire p‚ricervicale chez la femme, par laparotomie"
JHEA012,2024-11-04,Autotransplantation du testicule
JHEP001,2024-11-04,R‚duction manuelle d'un paraphimosis
JHEP002,2024-11-04,D‚torsion manuelle du cordon spermatique
JHFA001,2024-11-04,"Ex‚rŠse d'un kyste du cordon spermatique chez l'adulte, par abord inguinal"
JHFA002,2024-11-04,R‚section plastique ou ex‚rŠse du scrotum
JHFA003,2024-11-04,"Orchidectomie pour cryptorchidie abdominale, par laparotomie"
